Submission ID,Common Name,Scientific Name,Taxonomic Order,Count,State/Province,County,Location ID,Location,Latitude,Longitude,Date,Time,Protocol,Duration (Min),All Obs Reported,Distance Traveled (km),Area Covered (ha),Number of Observers,Breeding Code,Observation Details,Checklist Comments,ML Catalog Numbers
S30320694,Prothonotary Warbler,Protonotaria citrea,32860,0,US-NC,Chatham,L930796,"MBBS, NC, Chatham Co, Route 04, Henry Oldham Road",35.5797,-79.27682,6/14/2016,5:30 AM,eBird - Traveling Count,109,1,16.093,,2,,,"Mini Breeding Bird Survey, Chatham Co, NC (3 min counts, radius 0.25 miles, 0.5 miles apart, total counts 20); observers&#61;M. Schultz, L. Schultz; weather&#61;clear, 60F, no wind, no rain; vehicles&#61;13; habitat&#61;1M,M, 2S,P, 3B,B, 4B,B, 5M,M, 6B,O, 7B,BO, 8O,O, 9B,B, 10O,O, 11M,B, 12H,H, 13B,M, 14B,MW, 15BO,BO, 16O,S, 17O,O, 18O,OWB, 19H,O, 20M,M",
S6567746,Prothonotary Warbler,Protonotaria citrea,32860,0,US-NC,Chatham,L937619,"MBBS, NC, Chatham Co, Route 05, Joe Brown Road",35.66617,-79.48569,6/5/2010,5:30 AM,eBird - Traveling Count,120,1,16.093,,3,,,"Mini Breeding Bird Survey, Chatham Co, NC (3 min counts, radius 0.25 miles, 0.5 miles apart, total counts 20); observers&#61;Marsha Tuttle, Thomas Driscoll, Colyer Durovich; weather&#61;initially foggy then clear, 75-85 F, light wind, no rain; vehicles&#61;10",
S6567732,Prothonotary Warbler,Protonotaria citrea,32860,0,US-NC,Chatham,L937617,"MBBS, NC, Chatham Co, Route 06, Silk Hope-Liberty Road",35.8186701,-79.4742528,6/20/2010,5:30 AM,eBird - Traveling Count,120,1,16.093,,2,,,"Mini Breeding Bird Survey, Orange Co, NC (3 min counts, radius 0.25 miles, 0.5 miles apart, total counts 20); observers&#61;Marsha Tuttle, Thomas Driscoll, Laurie Kucharik; weather&#61;hazy to clear, 70 to 80F, light wind, no rain; vehicles&#61;9; notes&#61;no unusual circumstances",
S6567749,Prothonotary Warbler,Protonotaria citrea,32860,0,US-NC,Chatham,L937622,"MBBS, NC, Chatham Co, Route 13, Coleridge Road",35.71054,-79.54496,6/6/2010,5:30 AM,eBird - Traveling Count,120,1,16.093,,2,,,"Mini Breeding Bird Survey, Chatham Co, NC (3 min counts, radius 0.25 miles, 0.5 miles apart, total counts 20); observers&#61;Marsha Tuttle, Thomas Driscoll, Laurie Kucharik; weather&#61;partly cloudy to clear, 75-85F, light wind, no rain; vehicles&#61;149; notes&#61;no unusual circumstances",
S115335600,Kentucky Warbler,Geothlypis formosa,32906,1,US-NC,Chatham,L6043642,"MBBS, Chatham, Route 7-6",35.7094153,-79.3531007,6/26/2022,5:55 AM,eBird - Stationary Count,3,1,,,1,,,notes=Rt open,
S90572706,Kentucky Warbler,Geothlypis formosa,32906,1,US-NC,Chatham,L15469293,"MBBS, Chatham, Route 9-1",35.7860123,-79.0925889,6/20/2021,5:30 AM,eBird - Stationary Count,3,1,,,2,,,"observers=Shelley Theye, Lee Van Malssen; weather=70 F, partly cloudy; vehicles=2; habitat=H/w,B; note- I didn't use phone app so gps locations are not accurate",
S6921166,Kentucky Warbler,Geothlypis formosa,32906,0,US-NC,Chatham,L999581,"MBBS, NC, Chatham Co, Route 01, Russell Chapel Road",35.76855,-79.18405,6/5/2010,5:30 AM,eBird - Traveling Count,180,1,16.093,,1,,,"Mini Breeding Bird Survey, Chatham Co, NC (3 min counts, radius 0.25 miles, 0.5 miles apart, total counts 20); observers&#61;P. Bailey; weather&#61;clear, 60F, light wind, no rain; vehicles&#61;99",
S6560523,Kentucky Warbler,Geothlypis formosa,32906,0,US-NC,Chatham,L935743,"MBBS, NC, Chatham Co, Route 02, Mason Neck",35.86032,-78.9906,6/20/2010,5:30 AM,eBird - Traveling Count,120,1,16.093,,2,,,"Mini Breeding Bird Survey, Orange Co, NC (3 min counts, radius 0.25 miles, 0.5 miles apart, total counts 20); observers&#61;N. Budnitz, M. Schultz; weather&#61;overcast to clear, 75F, wind calm, no rain; vehicles&#61;50",
S10798041,Kentucky Warbler,Geothlypis formosa,32906,1,US-NC,Chatham,L935743,"MBBS, NC, Chatham Co, Route 02, Mason Neck",35.86032,-78.9906,5/20/2012,5:30 AM,eBird - Traveling Count,140,1,16.093,,2,,,"observers&#61;Norm Budnitz, Mike Schultz; weather&#61;50-60F, wind calm to light and variable, sky clear; vehicles&#61;35.",
S29684687,Kentucky Warbler,Geothlypis formosa,32906,1,US-NC,Chatham,L935743,"MBBS, NC, Chatham Co, Route 02, Mason Neck",35.86032,-78.9906,5/15/2016,5:40 AM,eBird - Traveling Count,180,1,16.093,,2,,,"observers&#61;Norman Budnitz, Mike Schultz; weather&#61;50 F, clear, wind calm to 10 mph; vehicles&#61;55; habitat@11L&#61;BM; habitat@18R&#61;BO; habitat&#61;1P,PO, 2M,M, 3M,P, 4M,H, 5BP,BP, 6BS,BO, 7M,B, 8B,B, 9BO,B, 10S,M, 11BM,B, 12M,MW, 13M,P, 14S,S, 15S,B, 16BM,B, 17B,B, 18B,BO, 19B,B, 20O,O; notes&#61;GBHE rookery in vicinity of stops 9-12, BLVU roost in vicinity of stops 7-9, Magnolia Warblers at stops 14 & 17, bridge construction at stop 12 required long detour",
S6542079,Kentucky Warbler,Geothlypis formosa,32906,0,US-NC,Chatham,L930796,"MBBS, NC, Chatham Co, Route 04, Henry Oldham Road",35.5797,-79.27682,6/1/2010,5:30 AM,eBird - Traveling Count,120,1,16.093,,2,,,"Mini Breeding Bird Survey, Chatham Co, NC (3 min counts, radius 0.25 miles, 0.5 miles apart, total counts 20); observers&#61;M. Schultz, L. Schultz; weather&#61;clear, 65F, light wind, no rain; vehicles&#61;18; notes&#61;low flying small plane",
S30320694,Kentucky Warbler,Geothlypis formosa,32906,0,US-NC,Chatham,L930796,"MBBS, NC, Chatham Co, Route 04, Henry Oldham Road",35.5797,-79.27682,6/14/2016,5:30 AM,eBird - Traveling Count,109,1,16.093,,2,,,"Mini Breeding Bird Survey, Chatham Co, NC (3 min counts, radius 0.25 miles, 0.5 miles apart, total counts 20); observers&#61;M. Schultz, L. Schultz; weather&#61;clear, 60F, no wind, no rain; vehicles&#61;13; habitat&#61;1M,M, 2S,P, 3B,B, 4B,B, 5M,M, 6B,O, 7B,BO, 8O,O, 9B,B, 10O,O, 11M,B, 12H,H, 13B,M, 14B,MW, 15BO,BO, 16O,S, 17O,O, 18O,OWB, 19H,O, 20M,M",
S6567746,Kentucky Warbler,Geothlypis formosa,32906,0,US-NC,Chatham,L937619,"MBBS, NC, Chatham Co, Route 05, Joe Brown Road",35.66617,-79.48569,6/5/2010,5:30 AM,eBird - Traveling Count,120,1,16.093,,3,,,"Mini Breeding Bird Survey, Chatham Co, NC (3 min counts, radius 0.25 miles, 0.5 miles apart, total counts 20); observers&#61;Marsha Tuttle, Thomas Driscoll, Colyer Durovich; weather&#61;initially foggy then clear, 75-85 F, light wind, no rain; vehicles&#61;10",
S6567732,Kentucky Warbler,Geothlypis formosa,32906,0,US-NC,Chatham,L937617,"MBBS, NC, Chatham Co, Route 06, Silk Hope-Liberty Road",35.8186701,-79.4742528,6/20/2010,5:30 AM,eBird - Traveling Count,120,1,16.093,,2,,,"Mini Breeding Bird Survey, Orange Co, NC (3 min counts, radius 0.25 miles, 0.5 miles apart, total counts 20); observers&#61;Marsha Tuttle, Thomas Driscoll, Laurie Kucharik; weather&#61;hazy to clear, 70 to 80F, light wind, no rain; vehicles&#61;9; notes&#61;no unusual circumstances",
S30307302,Kentucky Warbler,Geothlypis formosa,32906,2,US-NC,Chatham,L1580652,"MBBS, NC, Chatham Co, Route 07, Rives Chapel Road",35.712907,-79.371135,6/19/2016,5:25 AM,eBird - Traveling Count,118,1,16.093,,1,,,"Mini Breeding Bird Survey, Chatham Co, NC (3 min counts, radius 0.25 miles, 0.5 miles apart, total counts 20); observers&#61;Will Cook; weather&#61;53F, clear,wind 0-5 mph; vehicles&#61;1; habitat&#61;1H,M, 2O,S, 3M,S, 4P,P, 5M,M, 6P,P, 7P,P, 8P,M, 9M,M, 10H,H, 11M,B, 12H,H, 13O,B/O, 14B,O, 15B,O, 16B,H, 17M,M, 18M,H, 19H,M, 20OP,BO",
S19390781,Kentucky Warbler,Geothlypis formosa,32906,1,US-NC,Chatham,L956752,"MBBS, NC, Chatham Co, Route 09, Mount Gilead Church Road",35.7860177,-79.0926468,6/22/2014,5:35 AM,eBird - Traveling Count,150,1,16.093,,2,,,"Mini Breeding Bird Survey, Chatham Co, NC (3 min counts, radius 0.25 miles, 0.5 miles apart, total counts 20); observers&#61;S. Theye; others&#61;L.VanMalssen; weather&#61;cloudy, 65F; vehicles&#61;12;",
S6567749,Kentucky Warbler,Geothlypis formosa,32906,0,US-NC,Chatham,L937622,"MBBS, NC, Chatham Co, Route 13, Coleridge Road",35.71054,-79.54496,6/6/2010,5:30 AM,eBird - Traveling Count,120,1,16.093,,2,,,"Mini Breeding Bird Survey, Chatham Co, NC (3 min counts, radius 0.25 miles, 0.5 miles apart, total counts 20); observers&#61;Marsha Tuttle, Thomas Driscoll, Laurie Kucharik; weather&#61;partly cloudy to clear, 75-85F, light wind, no rain; vehicles&#61;149; notes&#61;no unusual circumstances",
S23455923,Kentucky Warbler,Geothlypis formosa,32906,1,US-NC,Chatham,L970659,"MBBS, NC, Chatham Co, Route 7, Rives Chapel Road",35.712907,-79.371135,6/16/2001,5:27 AM,eBird - Traveling Count,117,1,16.093,,1,,,"Mini Breeding Bird Survey, Chatham Co, NC (3 min counts, radius 0.25 miles, 0.5 miles apart, total counts 20); observers=Will Cook",
S23456201,Kentucky Warbler,Geothlypis formosa,32906,1,US-NC,Chatham,L970659,"MBBS, NC, Chatham Co, Route 7, Rives Chapel Road",35.712907,-79.371135,6/28/2003,5:28 AM,eBird - Traveling Count,126,1,16.093,,1,,,"Mini Breeding Bird Survey, Chatham Co, NC (3 min counts, radius 0.25 miles, 0.5 miles apart, total counts 20); observers=Will Cook; vehicles passing=0",
S23456195,Kentucky Warbler,Geothlypis formosa,32906,1,US-NC,Chatham,L970659,"MBBS, NC, Chatham Co, Route 7, Rives Chapel Road",35.712907,-79.371135,7/9/2005,5:31 AM,eBird - Traveling Count,130,1,16.093,,1,,,"Mini Breeding Bird Survey, Chatham Co, NC (3 min counts, radius 0.25 miles, 0.5 miles apart, total counts 20); observers=Will Cook; vehicles passing=4",
S23439731,Kentucky Warbler,Geothlypis formosa,32906,1,US-NC,Chatham,L970659,"MBBS, NC, Chatham Co, Route 7, Rives Chapel Road",35.712907,-79.371135,6/8/2008,5:25 AM,eBird - Traveling Count,115,1,16.093,,2,,,"Mini Breeding Bird Survey, Chatham Co, NC (3 min counts, radius 0.25 miles, 0.5 miles apart, total counts 20); OBSERVERS Will Cook, Kristin Vaughan; TOTAL VEHICLES PASSING = 1",
S6784952,Kentucky Warbler,Geothlypis formosa,32906,1,US-NC,Chatham,L970659,"MBBS, NC, Chatham Co, Route 7, Rives Chapel Road",35.712907,-79.371135,6/13/2010,5:25 AM,eBird - Traveling Count,120,1,15.289,,2,,,"Mini Breeding Bird Survey, Orange Co, NC (3 min counts, radius 0.25 miles, 0.5 miles apart, total counts 20); observers&#61;Will Cook, Catherine Carter; vehicles&#61;2",
S88271341,Common Yellowthroat,Geothlypis trichas,32921,1,US-NC,Chatham,L14963362,"MBBS, Chatham Co, Route 14-02",35.7511476,-79.0078207,5/16/2021,5:41 AM,eBird - Stationary Count,4,1,,,2,,,"vehicles=4; habitat=W,M",
S69645921,Common Yellowthroat,Geothlypis trichas,32921,3,US-NC,Chatham,L11470339,"MBBS, Chatham Co, Route 2-1",35.8602659,-78.990665,5/25/2020,5:30 AM,eBird - Traveling Count,167,1,32.187,,1,,,"observers=Patsy Bailey; weather=64F at start 63F at finish, light breeze and overcast; vehicles=89; notes=heard a Barred Owl at about 5:25 am",
S69224596,Common Yellowthroat,Geothlypis trichas,32921,1,US-NC,Chatham,L11470524,"MBBS, Chatham Co, Route 2-7",35.8455345,-79.0258997,5/17/2020,6:43 AM,eBird - Stationary Count,3,1,,,1,,,"Vehicles=8; habitat=M,B",
S113653513,Common Yellowthroat,Geothlypis trichas,32921,1,US-NC,Chatham,L19800461,"MBBS, Chatham, 10-6",35.655079,-79.126862,6/24/2022,6:12 AM,eBird - Stationary Count,3,1,,,1,,,,
S89832215,Common Yellowthroat,Geothlypis trichas,32921,2,US-NC,Chatham,L15265587,"MBBS, Chatham, Route 1-14",35.8276,-79.143853,6/6/2021,7:52 AM,eBird - Stationary Count,2,1,,,1,S Singing Bird,,"V=4; H=O/scrub, O/S",
S111603623,Common Yellowthroat,Geothlypis trichas,32921,1,US-NC,Chatham,L19341092,"MBBS, Chatham, Route 11-14",35.653321,-79.217613,5/29/2022,7:08 AM,eBird - Stationary Count,3,1,,,1,,,"V=0;H=p,s",
S111603618,Common Yellowthroat,Geothlypis trichas,32921,1,US-NC,Chatham,L19338188,"MBBS, Chatham, Route 11-19",35.664052,-79.181776,5/29/2022,7:43 AM,eBird - Stationary Count,3,1,,,1,,,"V=0;H=o,m",
S111603631,Common Yellowthroat,Geothlypis trichas,32921,1,US-NC,Chatham,L19341078,"MBBS, Chatham, Route 11-6",35.640177,-79.265754,5/29/2022,6:13 AM,eBird - Stationary Count,3,1,,,1,,,"V=1;h=M,o",
S112824352,Common Yellowthroat,Geothlypis trichas,32921,1,US-NC,Chatham,L15209918,"MBBS, Chatham, Route 12-13",35.653875,-79.463584,6/12/2022,7:09 AM,eBird - Stationary Count,3,1,,,1,,,"observer= tom driscoll; weather= 70 F, foggy, no breeze; vehicles= 0; habitat= B, O",
S112824354,Common Yellowthroat,Geothlypis trichas,32921,1,US-NC,Chatham,L15210019,"MBBS, Chatham, Route 12-15",35.658828,-79.448449,6/12/2022,7:24 AM,eBird - Stationary Count,3,1,,,1,,,"observer= tom driscoll; weather= 70 F, foggy, no breeze; vehicles= 1; habitat= H, O",
S112824356,Common Yellowthroat,Geothlypis trichas,32921,1,US-NC,Chatham,L15210114,"MBBS, Chatham, Route 12-17",35.666845,-79.433407,6/12/2022,7:38 AM,eBird - Stationary Count,3,1,,,1,,,"observer= tom driscoll; weather= 70 F, foggy, no breeze; vehicles= 0; habitat; B, M, O",
S89764573,Common Yellowthroat,Geothlypis trichas,32921,2,US-NC,Chatham,L15265174,"MBBS, Chatham, Route 13-13",35.744238,-79.449902,6/6/2021,6:59 AM,eBird - Stationary Count,3,1,,,1,,,"Vehicles=1; Habitat= M, B",
S112768798,Common Yellowthroat,Geothlypis trichas,32921,1,US-NC,Chatham,L15265228,"MBBS, Chatham, Route 13-14",35.751029,-79.444366,6/11/2022,7:11 AM,eBird - Stationary Count,3,1,,,1,,,"observer= tom driscoll; weather= 62 F, clear, no breeze; vehicles= 2; habitat= B, O, M",
S112768800,Common Yellowthroat,Geothlypis trichas,32921,1,US-NC,Chatham,L15265323,"MBBS, Chatham, Route 13-16",35.766154,-79.440593,6/11/2022,7:25 AM,eBird - Stationary Count,3,1,,,1,,,"observer= tom driscoll; weather= 62 F, clear and sunny, no breeze; vehicles= 2; habitat= O, H",
S89764568,Common Yellowthroat,Geothlypis trichas,32921,1,US-NC,Chatham,L15265428,"MBBS, Chatham, Route 13-18",35.771026,-79.423848,6/6/2021,7:34 AM,eBird - Stationary Count,3,1,,,1,,,"Vehicles=0; habitat= O, M",
S112768802,Common Yellowthroat,Geothlypis trichas,32921,2,US-NC,Chatham,L15265428,"MBBS, Chatham, Route 13-18",35.771026,-79.423848,6/11/2022,7:39 AM,eBird - Stationary Count,3,1,,,1,,,"observer= tom driscoll; weather= 62 F, clear, no breeze; vehicles= 1; habitat= O, M",
S89764584,Common Yellowthroat,Geothlypis trichas,32921,1,US-NC,Chatham,L15264790,"MBBS, Chatham, Route 13-3",35.712742,-79.527683,6/6/2021,5:47 AM,eBird - Stationary Count,3,1,,,1,,,"Vehicles=0; habitat= B, H",
S112402786,Common Yellowthroat,Geothlypis trichas,32921,1,US-NC,Chatham,L19219271,"MBBS, Chatham, Route 3-10",35.6255625,-79.0025528,6/5/2022,6:35 AM,eBird - Stationary Count,3,1,,,2,,,"h=O,O; v=0",
S112402787,Common Yellowthroat,Geothlypis trichas,32921,1,US-NC,Chatham,L19219346,"MBBS, Chatham, Route 3-11",35.618867,-79.0027127,6/5/2022,6:40 AM,eBird - Stationary Count,3,1,,,2,,,"h=S,S; v=0",
S90146219,Common Yellowthroat,Geothlypis trichas,32921,2,US-NC,Chatham,L19219505,"MBBS, Chatham, Route 3-13",35.6049423,-79.0050848,6/13/2021,6:32 AM,eBird - Stationary Count,3,1,,,2,,,v=0,
S89456377,Common Yellowthroat,Geothlypis trichas,32921,1,US-NC,Chatham,L15197746,"MBBS, Chatham, Route 4-18",35.6486759,-79.3349673,6/1/2021,8:04 AM,eBird - Stationary Count,4,1,,,2,,,"Vehicles=0; habitat=bw,o",
S89394064,Common Yellowthroat,Geothlypis trichas,32921,1,US-NC,Chatham,L934246,"MBBS, Chatham, Route 5-1",35.66617,-79.48569,5/31/2021,5:30 AM,eBird - Stationary Count,3,1,,,1,,,"Observer=Tom Driscoll; weather=55 F, overcast, no breeze; vehicles=0; habitat=B, O",
S112113533,Common Yellowthroat,Geothlypis trichas,32921,1,US-NC,Chatham,L15180136,"MBBS, Chatham, Route 5-11",35.625694,-79.457334,6/4/2022,6:41 AM,eBird - Stationary Count,3,1,,,1,,,"vehicles=1; habitat=M, S",
S112113538,Common Yellowthroat,Geothlypis trichas,32921,1,US-NC,Chatham,L15180338,"MBBS, Chatham, Route 5-16",35.596575,-79.435343,6/4/2022,7:15 AM,eBird - Stationary Count,3,1,,,1,,,"vehicles=0; habitat=B, O",
S90219056,Common Yellowthroat,Geothlypis trichas,32921,1,US-NC,Chatham,L15385500,"MBBS, Chatham, Route 6-20",35.78529,-79.379675,6/15/2021,7:11 AM,eBird - Stationary Count,3,1,,,1,S Singing Bird,,"vehicles=2; habitat=SO,HO",
S90219065,Common Yellowthroat,Geothlypis trichas,32921,1,US-NC,Chatham,L15385169,"MBBS, Chatham, Route 6-7",35.842234,-79.459836,6/15/2021,5:59 AM,eBird - Stationary Count,3,1,,,1,S Singing Bird,,"vehicles=0; habitat=BS,BM",
S112290883,Common Yellowthroat,Geothlypis trichas,32921,1,US-NC,Chatham,L15385185,"MBBS, Chatham, Route 6-8",35.837041,-79.454318,6/6/2022,6:04 AM,eBird - Stationary Count,3,1,,,1,S Singing Bird,,v=0,
S37925953,Common Yellowthroat,Geothlypis trichas,32921,3,US-NC,Chatham,L6043605,"MBBS, Chatham, Route 7-1",35.7128722,-79.3712036,7/2/2017,5:32 AM,eBird - Traveling Count,60,1,16.093,,1,,,"Mini Breeding Bird Survey, Chatham Co, NC (3 min counts, radius 0.25 miles, 0.5 miles apart, total counts 20); observers=Will Cook; weather=72F, partly cloudy,wind SW 0-5 mph; vehicles=4; habitat=1H,M, 2O,S, 3M,S, 4S,S, 5S,S, 6P,H, 7P,P, 8P,M, 9M,M, 10H,H, 11M,B, 12H,H, 13O,B/O, 14B,O, 15B,O, 16B,H, 17M,M, 18M,H, 19H,M, 20O/P,O/B",
S70942273,Common Yellowthroat,Geothlypis trichas,32921,1,US-NC,Chatham,L6043605,"MBBS, Chatham, Route 7-1",35.7128722,-79.3712036,6/28/2020,5:26 AM,eBird - Traveling Count,60,1,16.093,,1,,,"Mini Breeding Bird Survey, Chatham Co, NC (3 min counts, radius 0.25 miles, 0.5 miles apart, total counts 20); observers=Will Cook; weather=74F, clear,wind calm; vehicles=3",
S91031592,Common Yellowthroat,Geothlypis trichas,32921,1,US-NC,Chatham,L6043610,"MBBS, Chatham, Route 7-2",35.7061355,-79.3740055,6/27/2021,5:34 AM,eBird - Stationary Count,3,1,,,1,,,,
S89550491,Common Yellowthroat,Geothlypis trichas,32921,1,US-NC,Chatham,L15225986,"MBBS, Chatham, Route 8-15",35.805315,-79.276677,5/31/2021,7:18 AM,eBird - Traveling Count,5,1,0.119,,2,,,"V=3; H=H,H. ( open field beyond wooded edge on L side)",
S89550489,Common Yellowthroat,Geothlypis trichas,32921,1,US-NC,Chatham,L15226053,"MBBS, Chatham, Route 8-17",35.814197,-79.287982,5/31/2021,7:47 AM,eBird - Stationary Count,3,1,,,2,,,"V=0; H=O,O (on left set back  about 25 yds are hardwoods)",
S89550499,Common Yellowthroat,Geothlypis trichas,32921,1,US-NC,Chatham,L15220091,"MBBS, Chatham, Route 8-7",35.816836,-79.229462,5/31/2021,6:09 AM,eBird - Traveling Count,5,1,0.921,,2,,,"V=0; H= H, B with pond close by",
S6921166,Common Yellowthroat,Geothlypis trichas,32921,1,US-NC,Chatham,L999581,"MBBS, NC, Chatham Co, Route 01, Russell Chapel Road",35.76855,-79.18405,6/5/2010,5:30 AM,eBird - Traveling Count,180,1,16.093,,1,,,"Mini Breeding Bird Survey, Chatham Co, NC (3 min counts, radius 0.25 miles, 0.5 miles apart, total counts 20); observers&#61;P. Bailey; weather&#61;clear, 60F, light wind, no rain; vehicles&#61;99",
S18562417,Common Yellowthroat,Geothlypis trichas,32921,1,US-NC,Chatham,L999581,"MBBS, NC, Chatham Co, Route 01, Russell Chapel Road",35.76855,-79.18405,5/26/2014,5:30 AM,eBird - Traveling Count,150,1,16.093,,1,,,"observers&#61;Patsy Bailey, weather&#61;58F at start, clear skies, no wind, vehicles&#61;56, no pre-5:30 am whip-poor-wills at stop 1 and no YB-cuckoos this year, otherwise nothing unusual.",
S23488877,Common Yellowthroat,Geothlypis trichas,32921,1,US-NC,Chatham,L999581,"MBBS, NC, Chatham Co, Route 01, Russell Chapel Road",35.76855,-79.18405,5/17/2015,5:30 AM,eBird - Traveling Count,183,1,16.093,,1,,,observer&#61;Patsy Bailey; weather&#61;62 F; vehicles&#61;54; notes&#61;during 15 minutes before start heard one distant whip-poor-will,
S46109912,Common Yellowthroat,Geothlypis trichas,32921,2,US-NC,Chatham,L999581,"MBBS, NC, Chatham Co, Route 01, Russell Chapel Road",35.76855,-79.18405,5/28/2018,5:30 AM,eBird - Traveling Count,175,1,16.093,,1,,,"observers&#61;Patsy Bailey; weather&#61;70F, overcast and humid; vehicles&#61;72;habitat&#61;1P,P, 2B,O, 3B,B, 4B,B, 5BM,BM, 6M,M, 7P,M, 8M,P, 9S,M, 10MW,MW, 11M,M, 12B,B, 13M,M, 14O,O, 15O,M, 16B,B, 17O,P, 18B,B, 19B,M, 20M,B;notes&#61;habitat changes noted for stops 2,9 and 12, also counted on Memorial Day, a Monday, rather than a Sunday, which may explain high number of cars",
S56955498,Common Yellowthroat,Geothlypis trichas,32921,1,US-NC,Chatham,L999581,"MBBS, NC, Chatham Co, Route 01, Russell Chapel Road",35.76855,-79.18405,5/27/2019,5:26 AM,eBird - Traveling Count,180,1,16.093,,1,,,"observers&#61;Patsy Bailey; weather&#61;66F at start 70F at finish, partly cloudy; vehicles&#61;95; no whip-poor-wills prior to start",
S86261801,Common Yellowthroat,Geothlypis trichas,32921,3,US-NC,Chatham,L999581,"MBBS, NC, Chatham Co, Route 01, Russell Chapel Road",35.76855,-79.18405,5/25/2020,5:30 AM,eBird - Traveling Count,167,0,16.093,,1,,,"observer=Patsy Bailey; weather=64F, light wind, overcast; vehicles=89; notes=Barred Owl heard before start time at first stop",
S6560523,Common Yellowthroat,Geothlypis trichas,32921,0,US-NC,Chatham,L935743,"MBBS, NC, Chatham Co, Route 02, Mason Neck",35.86032,-78.9906,6/20/2010,5:30 AM,eBird - Traveling Count,120,1,16.093,,2,,,"Mini Breeding Bird Survey, Orange Co, NC (3 min counts, radius 0.25 miles, 0.5 miles apart, total counts 20); observers&#61;N. Budnitz, M. Schultz; weather&#61;overcast to clear, 75F, wind calm, no rain; vehicles&#61;50",
S10798041,Common Yellowthroat,Geothlypis trichas,32921,1,US-NC,Chatham,L935743,"MBBS, NC, Chatham Co, Route 02, Mason Neck",35.86032,-78.9906,5/20/2012,5:30 AM,eBird - Traveling Count,140,1,16.093,,2,,,"observers&#61;Norm Budnitz, Mike Schultz; weather&#61;50-60F, wind calm to light and variable, sky clear; vehicles&#61;35.",
S18797631,Common Yellowthroat,Geothlypis trichas,32921,1,US-NC,Chatham,L935743,"MBBS, NC, Chatham Co, Route 02, Mason Neck",35.86032,-78.9906,6/15/2014,5:30 AM,eBird - Traveling Count,135,1,16.093,,2,,,"observers&#61;Norman Budnitz, Mike Schultz; weather&#61;57 F, clear for first half, then overcast, with fog for last 2 stops, wind calm; vehicles&#61;62; habitat@5R&#61;BP; habitat@6L&#61;BS; habitat@9L&#61;BO; habitat@16L&#61;BM; habitat&#61;1P,P, 2M,M, 3M,P, 4M,H, 5P,BP, 6BS,BO, 7 M,B, 8B,B, 9BO,B, 10S,M, 11M,B, 12M,MW, 13M,P, 14S,S, 15S,B, 16BM,B, 17B,B, 18B,B, 19B,B, 20O,O",
S23514221,Common Yellowthroat,Geothlypis trichas,32921,2,US-NC,Chatham,L935743,"MBBS, NC, Chatham Co, Route 02, Mason Neck",35.86032,-78.9906,5/17/2015,5:30 AM,eBird - Traveling Count,150,1,16.093,,2,,,"observers&#61;Norman Budnitz, Mike Schultz; weather&#61;65 F, overcast for first half, then partly cloudy, wind calm; vehicles&#61;62; habitat@1R&#61;PO; habitat@5L&#61;BP; habitat&#61;1P,PO, 2M,M, 3M,P, 4M,H, 5BP,BP, 6BS,BO, 7 M,B, 8B,B, 9BO,B, 10S,M, 11M,B, 12M,MW, 13M,P, 14S,S, 15S,B, 16BM,B, 17B,B, 18B,B, 19B,B, 20O,O; notes&#61;GBHE rookery in vicinity of stops 9-12",
S29684687,Common Yellowthroat,Geothlypis trichas,32921,1,US-NC,Chatham,L935743,"MBBS, NC, Chatham Co, Route 02, Mason Neck",35.86032,-78.9906,5/15/2016,5:40 AM,eBird - Traveling Count,180,1,16.093,,2,,,"observers&#61;Norman Budnitz, Mike Schultz; weather&#61;50 F, clear, wind calm to 10 mph; vehicles&#61;55; habitat@11L&#61;BM; habitat@18R&#61;BO; habitat&#61;1P,PO, 2M,M, 3M,P, 4M,H, 5BP,BP, 6BS,BO, 7M,B, 8B,B, 9BO,B, 10S,M, 11BM,B, 12M,MW, 13M,P, 14S,S, 15S,B, 16BM,B, 17B,B, 18B,BO, 19B,B, 20O,O; notes&#61;GBHE rookery in vicinity of stops 9-12, BLVU roost in vicinity of stops 7-9, Magnolia Warblers at stops 14 & 17, bridge construction at stop 12 required long detour",
S37236381,Common Yellowthroat,Geothlypis trichas,32921,1,US-NC,Chatham,L935743,"MBBS, NC, Chatham Co, Route 02, Mason Neck",35.86032,-78.9906,5/29/2017,5:30 AM,eBird - Traveling Count,165,1,16.093,,2,,"1&#61;0,2&#61;0,3&#61;0,4&#61;0,5&#61;0,6&#61;0,7&#61;0,8&#61;0,9&#61;0,10&#61;1,11&#61;0,12&#61;0,13&#61;0,14&#61;0,15&#61;0,16&#61;0,17&#61;0,18&#61;0,19&#61;0,20&#61;0","observers&#61;Norman Budnitz, Mike Schultz; weather&#61;64-70 F, clear, wind calm; vehicles&#61;122; habitat&#61;1P,PO, 2M,M, 3M,P, 4M,H, 5BP,BP, 6BS,BO, 7 M,B, 8B,B, 9BO,B, 10S,M, 11BM,B, 12M,MW, 13M,P, 14S,S, 15S,B, 16BM,B, 17B,B, 18B,BO, 19B,B, 20O,O; notes&#61;GBHE rookery in vicinity of stops 9-12, White-breasted Nuthatch at stop 9 after time ran out",
